speaker,gender,region,height,word,vowel,duration,F1,F2,F3,f0
cke0,female,3,172.72,BUT,AH,0.04,405.4,1795.2,2543.3,186.1
cke0,female,3,172.72,VICTOR,IH,0.07,432.8,2000.7,2607.4,211.9
cke0,female,3,172.72,PREFERS,ER,0.18,553,1643,1915.6,185.8
cke0,female,3,172.72,SWISS,IH,0.04,441.4,1827.2,2567.2,220.9
cke0,female,3,172.72,CHEESE,IY,0.15,358.3,2286.6,2936.8,70.6
cke0,female,3,172.72,GOOD,UH,0.04,494.7,1800.8,2510.5,249.3
cke0,female,3,172.72,ATTITUDE,AE,0.12,762.8,1719.6,2674.2,217
cke0,female,3,172.72,IS,IH,0.06,377.6,1901.7,2711.5,190.4
cke0,female,3,172.72,UNBEATABLE,IY,0.11,379.5,2131.9,2727.3,183.9
cke0,female,3,172.72,THEY,EY,0.11,540.9,1995,2654.1,221.2
cke0,female,3,172.72,ALL,AO,0.03,694.3,1511.5,2492.2,226.6
cke0,female,3,172.72,LONG,AO,0.15,779.1,1242.2,2827.9,202
cke0,female,3,172.72,HOT,AA,0.07,731.2,1631.9,2596.7,198
cmg0,female,3,167.64,SHE,IY,0.06,442,2684.7,3250.9,222.1
cmg0,female,3,167.64,HAD,AE,0.08,565.1,2196.7,3062.6,192.1
cmg0,female,3,167.64,YOUR,UH,0.05,504.7,2003.2,2300.7,187.3
cmg0,female,3,167.64,DARK,AA,0.09,689.3,1251.5,2313.1,186.6
cmg0,female,3,167.64,SUIT,UW,0.19,438.3,1887.3,2824.6,189.3
cmg0,female,3,167.64,IN,IH,0.1,450.2,2602.7,3138.3,236.4
cmg0,female,3,167.64,GREASY,IY,0.06,392.7,2418,2837.3,195.5
cmg0,female,3,167.64,WASH,AA,0.11,764.5,1253.4,2692.3,177.9
cmg0,female,3,167.64,WATER,AO,0.14,721,1179,2716.6,168
cmg0,female,3,167.64,ALL,AO,0.16,784.6,1123.4,2929.4,167.5
cmg0,female,3,167.64,YEAR,IH,0.04,561.9,1790.8,2122.7,158.4
cmg0,female,3,167.64,DON'T,OW,0.14,772.6,1147.6,3141.6,219
cmg0,female,3,167.64,ASK,AE,0.15,813.3,2015.4,3080.2,208.6
cmg0,female,3,167.64,ME,IY,0.08,449,2666,3137.4,195.9
cmg0,female,3,167.64,CARRY,AE,0.05,587.8,2068.1,2384,193.1
cmg0,female,3,167.64,RAG,AE,0.16,747.1,1953.9,2793.5,171
cmg0,female,3,167.64,THAT,AE,0.23,842.4,1906.9,2831.7,172.4
cmg0,female,3,167.64,RESEARCH,IY,0.07,417.2,2449.4,3065.8,229.5
cmg0,female,3,167.64,INTO,UW,0.04,402.1,2068.4,2923.5,204.1
cmg0,female,3,167.64,SEVERAL,EH,0.06,654.4,1737.3,2552.9,195.1
cmg0,female,3,167.64,CULTURES,AH,0.05,655.4,1089.3,3229,196
cmg0,female,3,167.64,PROVEN,UW,0.03,525.3,1585.5,2671.4,198.6
cmg0,female,3,167.64,POSITION,IH,0.06,523.6,2105.5,2988.9,188.9
cmg0,female,3,167.64,MISTAKEN,EY,0.13,533.2,2496.2,3152.8,176.5
cmg0,female,3,167.64,ONE,AH,0.09,865.9,1612,3352,164
cmg0,female,3,167.64,BUT,AH,0.07,602,1934.2,3012.2,199.5
cmg0,female,3,167.64,IT,IH,0.08,440.8,2261.8,3030,137.3
cmg0,female,3,167.64,DID,IH,0.1,414.4,2363.5,3085.1,197.9
cmg0,female,3,167.64,PRINT,IH,0.1,706.5,2183.2,3087.7,178.9
cmg0,female,3,167.64,VERSE,ER,0.2,538.4,1420.6,1740.2,176.6
cmg0,female,3,167.64,FICTION,IH,0.06,516.9,2213.4,2749.9,170.8
cmg0,female,3,167.64,HE,IY,0.06,430,2841.7,3330.8,202.8
cmg0,female,3,167.64,KISSED,IH,0.04,464.4,2005.5,2914.4,207.5
cmg0,female,3,167.64,HER,ER,0.14,580.3,1668.8,2862.6,96.9
cmg0,female,3,167.64,ALSO,AO,0.05,765.1,1180,2736.2,195.3
cmg0,female,3,167.64,WITH,IH,0.03,466.3,1943.9,2948.6,176.4
cmg0,female,3,167.64,DEEP,IY,0.13,372.9,2828.8,3157.5,188.3
cmg0,female,3,167.64,TENDERNESS,EH,0.04,778.7,2096.5,3099.4,176.5
cmg0,female,3,167.64,HER,ER,0.11,652.8,1352.7,1782.6,193.2
cmg0,female,3,167.64,AUBURN,AA,0.16,844.7,1331.1,2777,198.7
cmg0,female,3,167.64,HAIR,EH,0.2,631.5,2227.9,2679.4,185.2
cmg0,female,3,167.64,HIM,IH,0.13,584.1,2246,3213.1,184.4
cmg0,female,3,167.64,AUTUMN,AO,0.19,816.3,1253.2,3093.8,171.2
cmg0,female,3,167.64,LEAVES,IY,0.28,482.6,2729.2,3202.9,172
cmg0,female,3,167.64,GORGEOUS,AO,0.07,611.6,1189.8,2315.3,196.4
cmg0,female,3,167.64,BUTTERFLY,AH,0.05,694.2,1648.4,2879.5,192.6
cmg0,female,3,167.64,ATE,EY,0.21,583.7,2603.6,3058.8,197
cmg0,female,3,167.64,LOT,AA,0.13,798.1,1347.8,3060.5,168.9
cmg0,female,3,167.64,NECTAR,EH,0.06,778.6,2115.2,2843.4,166.6
cmg0,female,3,167.64,TAKE,EY,0.09,661.7,2498.7,2952,202.9
cmg0,female,3,167.64,CHARGE,AA,0.1,709.7,1284.7,2192.4,201.3
cmg0,female,3,167.64,CHOOSING,UW,0.11,391.9,2137.9,2773.7,195.9
cmg0,female,3,167.64,HER,ER,0.09,551.2,1327.7,1927,179.6
cmg0,female,3,167.64,COFFEE,AA,0.1,834.5,1344.7,2870.4,197.4
cmg0,female,3,167.64,IS,IH,0.05,395,2090.9,2906.3,196
cmg0,female,3,167.64,GROWN,OW,0.14,741.8,1004.3,3282.1,183.7
cmg0,female,3,167.64,ON,AA,0.12,797.2,1370.8,3413.5,184.5
cmg0,female,3,167.64,STEEP,IY,0.17,388.8,2863.1,3265.9,190.7
cmg0,female,3,167.64,JUNGLE,AH,0.05,723.8,1459.5,3101.2,185
cmg0,female,3,167.64,SLOPES,OW,0.14,569.3,1230,3112.9,170.1
cmg0,female,3,167.64,IN,IH,0.06,555.6,2399.5,3224.3,215.1
cmg0,female,3,167.64,TEMPERATE,EH,0.06,701.7,1869.3,2908.5,187.7
cmg0,female,3,167.64,ZONES,OW,0.23,794.1,1374.6,3484.4,86.1
cmg0,female,3,167.64,SPRING,IH,0.03,543.7,2215.2,2812.5,210.4
cmg0,female,3,167.64,STREET,IY,0.16,362.9,2700.1,2998.8,178.6
cmg0,female,3,167.64,IS,IH,0.12,455.6,2435.9,3004,274.7
cmg0,female,3,167.64,STRAIGHT,EY,0.04,542.1,2200.7,2915.2,180.2
cmg0,female,3,167.64,AHEAD,EH,0.2,794.8,2055.7,2999.5,161.1
dfb0,female,3,167.64,SHE,IY,0.06,417.7,2354.7,3063.9,207.3
dfb0,female,3,167.64,HAD,AE,0.05,538.8,2203.3,3153.7,205.4
dfb0,female,3,167.64,YOUR,UH,0.03,442.3,2101.4,2605.8,192.4
dfb0,female,3,167.64,DARK,AA,0.07,657.3,1785.8,2501.5,198.5
dfb0,female,3,167.64,SUIT,UW,0.12,437.9,1879.7,2671.9,220.6
dfb0,female,3,167.64,GREASY,IY,0.04,439.4,2431.3,2901.9,209.4
dfb0,female,3,167.64,WASH,AA,0.08,763.6,1425.2,2818.4,187.7
dfb0,female,3,167.64,WATER,AO,0.1,542.7,1455.4,2482.3,179
dfb0,female,3,167.64,ALL,AO,0.03,707.9,1243.3,2836.7,177.3
dfb0,female,3,167.64,YEAR,IH,0.06,576.8,1947.4,2374.9,170.6
dfb0,female,3,167.64,DON'T,OW,0.06,644.5,1382.3,3260,198
dfb0,female,3,167.64,ASK,AE,0.07,684.8,2064,3205.5,218.8
dfb0,female,3,167.64,ME,IY,0.03,564,2068.9,3175.9,220.2
dfb0,female,3,167.64,CARRY,AE,0.12,709.7,1837.9,2549.1,206.5
dfb0,female,3,167.64,AN,AE,0.13,668.2,1844.8,3233.5,186.7
dfb0,female,3,167.64,RAG,AE,0.14,726.2,2003.7,2898.6,182.5
dfb0,female,3,167.64,THAT,AE,0.14,719.9,1862.1,2972.2,167.2
dfb0,female,3,167.64,TO,UW,0.05,514.1,1392.3,2898.9,222.4
dfb0,female,3,167.64,WHAT,AH,0.03,614.6,1773.3,3135.7,215.8
dfb0,female,3,167.64,EXTENT,EH,0.1,707.3,1867.5,3194.4,221.3
dfb0,female,3,167.64,SUCH,AH,0.03,575.9,1835.8,3066.4,188.6
dfb0,female,3,167.64,LOW,OW,0.06,530.5,1530.1,2936.2,203.7
dfb0,female,3,167.64,DENSITY,EH,0.08,697.9,1814.5,3219.5,199.5
dfb0,female,3,167.64,IS,IH,0.45,538,1576.9,2273.5,178.5
dfb0,female,3,167.64,UNKNOWN,OW,0.16,674,1368.8,3075.5,172.5
dfb0,female,3,167.64,HE,IY,0.03,565.5,1759.6,2573.9,201.1
dfb0,female,3,167.64,LIPS,IH,0.05,551.8,1622.3,2979.2,191.6
dfb0,female,3,167.64,UNEASILY,IY,0.12,513.8,2531,2955.8,174.8
dfb0,female,3,167.64,CUT,AH,0.06,654.9,1700.3,3176.3,216.2
dfb0,female,3,167.64,OFF,AO,0.17,720.2,1264.8,3024.9,208.9
dfb0,female,3,167.64,ABRUPTLY,AH,0.07,694.6,1746.7,2828.5,183.8
dfb0,female,3,167.64,MOST,OW,0.04,652.6,1682.7,2971.6,216.8
dfb0,female,3,167.64,PRECINCTS,IY,0.08,442.1,2274.6,2743.6,211.5
dfb0,female,3,167.64,HAD,AE,0.06,697.1,1840.1,3010.1,191.6
dfb0,female,3,167.64,THIRD,ER,0.1,537.8,1676.3,2207.4,200.1
dfb0,female,3,167.64,VOTES,OW,0.13,575.4,1464.1,2854.7,186.7
dfb0,female,3,167.64,DOCTOR,AA,0.12,856.3,1540.1,2782.1,200
dfb0,female,3,167.64,AMBULANCE,AE,0.1,722.7,2129.9,3068.6,189.4
dfb0,female,3,167.64,PATIENT,EY,0.11,501.4,2522.6,2998,183.3
dfb0,female,3,167.64,GREGORY,EH,0.07,630.1,2062.3,2610.9,207.2
dfb0,female,3,167.64,TOM,AA,0.12,806.3,1485.3,3214.3,197.1
dfb0,female,3,167.64,CHOSE,OW,0.07,620.9,1759.7,2877.4,196.9
dfb0,female,3,167.64,TO,UW,0.05,548.1,1644.9,3003.5,193.4
dfb0,female,3,167.64,WATCH,AA,0.1,797.8,1693.2,2861.5,191.4
dfb0,female,3,167.64,CARTOONS,UW,0.11,622.6,1789.2,2957.7,197.4
dfb0,female,3,167.64,AFTERNOON,UW,0.03,623.9,1801.2,3076.8,165.5
dfb0,female,3,167.64,THINKS,IH,0.04,647.1,2104.6,3229.8,215.4
dfb0,female,3,167.64,ZOO,UW,0.15,532.4,1572.3,2828.8,217.2
dfb0,female,3,167.64,HAS,AE,0.04,641.3,1793.4,3071.6,193
dfb0,female,3,167.64,ELEVEN,EH,0.06,653,1584.6,2995.5,199.9
dfb0,female,3,167.64,SPANISH,AE,0.12,805,1793,3057.5,94.1
dfb0,female,3,167.64,ZEBRAS,IY,0.11,449.6,2387.1,2923.6,187
dfb0,female,3,167.64,WE,IY,0.03,578.7,1904,2869,208.1
dfb0,female,3,167.64,EXPERIENCE,IH,0.07,588.7,2107.4,2527.9,215
dfb0,female,3,167.64,DISTRESS,EH,0.08,676.1,1830.2,2768.3,208.7
dfb0,female,3,167.64,FRUSTRATION,EY,0.06,590.6,2143.5,2671.9,190.9
dfb0,female,3,167.64,OBTAINING,EY,0.09,588,2444.8,2923.9,187
dfb0,female,3,167.64,DEGREES,IY,0.18,502.6,2381.4,2874.2,163
djh0,female,3,157.48,SHE,IY,0.12,387.7,2703.8,2874.6,171.7
djh0,female,3,157.48,HAD,AE,0.14,820.7,2042.5,2856.1,216.8
djh0,female,3,157.48,YOUR,UH,0.06,447.6,2022.8,2605.7,188.8
djh0,female,3,157.48,DARK,AA,0.14,846.5,1396.7,2453.2,218.6
djh0,female,3,157.48,SUIT,UW,0.16,441.6,1988.8,2725.1,221.6
djh0,female,3,157.48,IN,IH,0.1,634.7,2457.8,3020.6,0
djh0,female,3,157.48,GREASY,IY,0.08,459.9,2201.4,2575.5,224.9
djh0,female,3,157.48,WASH,AA,0.15,861.4,1379.7,2629.6,198.3
djh0,female,3,157.48,WATER,AO,0.15,825.8,1396,2495.8,181.9
djh0,female,3,157.48,ALL,AO,0.21,815,1156.8,2763.2,193.1
djh0,female,3,157.48,YEAR,IH,0.07,563.1,1973.2,2348.9,170.2
djh0,female,3,157.48,DON'T,OW,0.1,743.8,1536.7,2762.6,258.8
djh0,female,3,157.48,ASK,AE,0.23,955.4,1972.6,2925.2,267.1
djh0,female,3,157.48,ME,IY,0.16,454.2,2344.9,3101.3,213.4
djh0,female,3,157.48,CARRY,AE,0.07,705.5,2081.3,2549.8,234.7
djh0,female,3,157.48,AN,AE,0.08,730.3,2162.9,3173.7,171.3
djh0,female,3,157.48,RAG,AE,0.15,812.7,2145.2,2962.6,214.4
djh0,female,3,157.48,THAT,AE,0.23,965.3,2066.3,2951.9,86.8
djh0,female,3,157.48,THEY,EY,0.1,621.6,2320.9,2907.9,206.4
djh0,female,3,157.48,OFTEN,AO,0.17,901.7,1342.5,2687.9,235.5
djh0,female,3,157.48,THREW,UW,0.04,439.5,1928,2504,228.5
djh0,female,3,157.48,TIDBITS,IH,0.09,693.2,2375.4,3180.9,320.8
djh0,female,3,157.48,OVERBOARD,OW,0.12,587.6,1126.1,2797.7,194
djh0,female,3,157.48,INFECTION,EH,0.09,741.6,2147.5,2797.6,244.1
djh0,female,3,157.48,NOTHING,AH,0.09,857.6,1871.2,3151.2,251.6
djh0,female,3,157.48,SHE'D,IY,0.09,378.1,2565.6,3064.9,189.8
djh0,female,3,157.48,SCREAM,IY,0.06,554.2,2250.4,2742.8,180.3
djh0,female,3,157.48,AT,AE,0.06,572.9,2340.3,3086.1,178.1
djh0,female,3,157.48,HIM,IH,0.14,786.4,2001.2,2942.1,184
djh0,female,3,157.48,CROOKED,UH,0.03,541.8,1624.9,2927.2,317
djh0,female,3,157.48,OVERLAPPING,OW,0.19,651.5,1084,3199.7,249
djh0,female,3,157.48,TWISTED,IH,0.05,571.2,2121.6,3201.6,297.7
djh0,female,3,157.48,SPACED,EY,0.19,527.8,2576.6,3091.7,232.1
djh0,female,3,157.48,TEETH,IY,0.17,366.6,2929.1,3519.7,187
djh0,female,3,157.48,WESTCHESTER,EH,0.06,661.7,2101.5,3192.9,284.8
djh0,female,3,157.48,IN,IH,0.05,661.3,2417.3,3156.2,230.8
djh0,female,3,157.48,NEW,UW,0.07,434.2,1856.7,2742,213.5
djh0,female,3,157.48,YORK,AO,0.15,623.4,1039.7,2702.9,196.8
djh0,female,3,157.48,SERMON,ER,0.11,609.5,1617.9,2091.7,271.7
djh0,female,3,157.48,EMPHASIZED,EH,0.14,769.5,2166.5,3163.6,247.3
djh0,female,3,157.48,NEED,IY,0.18,463.9,2792.9,3257.3,237
djh0,female,3,157.48,AFFIRMATIVE,ER,0.1,684,1398.8,2035.4,221.3
djh0,female,3,157.48,ACTION,AE,0.19,932.2,2011.4,2873.2,94.7
djh0,female,3,157.48,COTTAGE,AA,0.14,985.8,1670.4,2914,249.3
djh0,female,3,157.48,CHEESE,IY,0.17,479,2615.7,3027.1,249.9
djh0,female,3,157.48,WITH,IH,0.04,466,1842.4,2867.9,210.4
djh0,female,3,157.48,DELICIOUS,IH,0.08,624.9,2158.5,3165.6,200.6
djh0,female,3,157.48,HELP,EH,0.05,824.6,1600.7,2961.5,269.3
djh0,female,3,157.48,CELEBRATE,EH,0.05,785.6,1654.8,3230.4,276.7
djh0,female,3,157.48,YOUR,UH,0.05,592.8,1458.5,2099.1,213.7
djh0,female,3,157.48,BROTHER'S,AH,0.09,679.5,1636.8,3092,231.1
djh0,female,3,157.48,SUCCESS,EH,0.15,822.1,2125.6,3067,188.2
djh0,female,3,157.48,TOOK,UH,0.06,811.2,1772.6,2593.4,356.8
djh0,female,3,157.48,HER,ER,0.13,515.5,1232.8,2020.6,263.5
djh0,female,3,157.48,WORD,ER,0.12,764.2,1531.7,2012.6,343.4
djh0,female,3,157.48,FOR,AO,0.12,607.3,1012.6,2347.5,201
djh0,female,3,157.48,BUT,AH,0.04,481.7,2184.6,3078.7,230.2
djh0,female,3,157.48,IS,IH,0.07,529.3,2385.9,3196.3,260.7
djh0,female,3,157.48,SHE,IY,0.08,507.9,1593.2,2301.4,245.8
djh0,female,3,157.48,REALLY,IH,0.05,572.7,1598.5,3060.6,282.3
djh0,female,3,157.48,GOING,OW,0.09,589.1,1113.6,2820.5,235.9
djh0,female,3,157.48,WITH,IH,0.05,480.1,2267.2,3045.3,241.7
djh0,female,3,157.48,YOU,UW,0.07,520.5,1552.1,2935.5,340.6
eme0,female,3,175.26,SHE,IY,0.1,412.2,2548.9,3005.9,208.3
eme0,female,3,175.26,HAD,AE,0.12,637.8,2115.8,2914.7,182.6
eme0,female,3,175.26,YOUR,UH,0.04,455.5,2048,3347.6,145.8
eme0,female,3,175.26,DARK,AA,0.06,692.1,1506.4,2156.3,152.8
eme0,female,3,175.26,SUIT,UW,0.15,503.3,1657.9,2732,166.4
eme0,female,3,175.26,IN,IH,0.08,514.9,2271,2985.1,0
eme0,female,3,175.26,GREASY,IY,0.09,362.3,2435.6,3039.5,168.1
eme0,female,3,175.26,WASH,AA,0.09,829.5,1448.7,2386.8,171.6
eme0,female,3,175.26,WATER,AO,0.14,773.9,1226.7,2657.2,114.2
eme0,female,3,175.26,ALL,AO,0.24,785.3,1048.6,2719.3,121
eme0,female,3,175.26,YEAR,IH,0.09,520.3,1824.4,2199.7,109.1
eme0,female,3,175.26,DON'T,OW,0.11,870.2,1941.2,3187.2,204
eme0,female,3,175.26,ASK,AE,0.2,753.1,2131,2854.4,136.3
eme0,female,3,175.26,ME,IY,0.05,418.3,2083,2854.3,118.1
eme0,female,3,175.26,CARRY,AE,0.03,564.4,1797.6,2173.9,140.8
eme0,female,3,175.26,AN,AE,0.05,683.6,2056.8,2773.3,99.5
eme0,female,3,175.26,RAG,AE,0.18,734.6,1995.3,2794.6,111.9
eme0,female,3,175.26,THAT,AE,0.2,752.7,1787,2689.3,101.2
eme0,female,3,175.26,BLOW,OW,0.14,627.9,1074,3016.8,162.6
eme0,female,3,175.26,SILKY,IH,0.05,614.6,1398.8,2840.7,161.9
eme0,female,3,175.26,HAIR,EH,0.16,573.6,1941.2,2355.2,130.4
eme0,female,3,175.26,AND,AE,0.1,622.4,2077.8,2886,0
eme0,female,3,175.26,HARD,AA,0.04,787.4,1340.6,1989.8,136.9
eme0,female,3,175.26,BONE,OW,0.18,713.9,1235.5,2910.1,108.4
eme0,female,3,175.26,YOU,UW,0.03,529.9,2282.5,3221.7,152
eme0,female,3,175.26,FEEL,IY,0.12,377.9,2303.8,2809.2,170.6
eme0,female,3,175.26,EVERY,EH,0.13,654.3,1943.8,2353.3,154.4
eme0,female,3,175.26,FURTHER,ER,0.11,570,1652.6,3446.5,117.5
eme0,female,3,175.26,AWAY,EY,0.18,510.3,2200.6,2752.3,80.4
eme0,female,3,175.26,LOOK,UH,0.07,610,1483.8,2739.9,231
eme0,female,3,175.26,THESE,IY,0.12,372.3,2517.6,2987.1,172.3
eme0,female,3,175.26,FEATURES,IY,0.15,397.8,2550.7,2978.6,205.2
eme0,female,3,175.26,WHICH,IH,0.04,453.5,2249.9,3241.4,130.2
eme0,female,3,175.26,MAY,EY,0.13,682.3,2416.3,2964.1,156.5
eme0,female,3,175.26,MEAN,IY,0.13,442.4,2608.1,2982.2,143.4
eme0,female,3,175.26,YOU,UW,0.05,399.9,1924.6,3051.6,139.9
eme0,female,3,175.26,SAVE,EY,0.23,573.5,2215,2953.1,153.1
eme0,female,3,175.26,DUPLICATE,UW,0.1,385.5,1649.9,2801,183.2
eme0,female,3,175.26,COVERAGE,AH,0.1,716.6,1567.8,2586.6,169.9
eme0,female,3,175.26,WATER,AO,0.1,804.5,1456,2634.7,150
eme0,female,3,175.26,CONTAINED,EY,0.18,655.4,2483,2979.3,159.5
eme0,female,3,175.26,TOO,UW,0.07,389.7,1557.6,2851,181.3
eme0,female,3,175.26,MUCH,AH,0.06,670.1,1941.9,2884.4,174.3
eme0,female,3,175.26,CHLORINE,AO,0.06,751.7,1369.1,2351.5,181.1
eme0,female,3,175.26,AND,AE,0.06,671,2051.3,2934.6,99.4
eme0,female,3,175.26,STUNG,AH,0.17,783.4,1500.9,2866.8,125.8
eme0,female,3,175.26,HIS,IH,0.08,545.7,2022.1,2981.1,142.3
eme0,female,3,175.26,HINDU,IH,0.06,678.5,2089.3,2950.3,217.6
eme0,female,3,175.26,IDEOLOGY,AA,0.06,857,1510.3,2779.4,140.8
eme0,female,3,175.26,HONOR,AA,0.13,898.4,1366.9,3160.4,136.1
eme0,female,3,175.26,GUS,AH,0.09,762.5,1698.5,2648.8,171.6
eme0,female,3,175.26,SAW,AO,0.15,835.9,1283.9,2867.2,134.1
eme0,female,3,175.26,TREES,IY,0.2,526.7,2362.9,3001.1,148.8
eme0,female,3,175.26,AND,AE,0.06,718.3,1829,2906.4,158.8
eme0,female,3,175.26,REDWOODS,EH,0.1,644.2,1868.4,2625.2,164.9
eme0,female,3,175.26,ON,AA,0.11,816.4,1243.9,3009.3,108.7
eme0,female,3,175.26,WALK,AA,0.14,803.6,1259.4,2622,133.2
eme0,female,3,175.26,THROUGH,UW,0.04,395.9,1790.2,2956.4,130.6
eme0,female,3,175.26,NATIONAL,AE,0.12,751.6,2101.3,2755.9,119.6
eme0,female,3,175.26,FOREST,AO,0.13,599.7,1051.2,2208.6,117.5
eme0,female,3,175.26,MOVIES,UW,0.1,432.9,1478.4,2773.7,221.1
eme0,female,3,175.26,NEVER,EH,0.1,720.8,1992.7,2549.9,166.4
eme0,female,3,175.26,HAVE,AE,0.08,662.9,1750.2,2618.4,117.4
eme0,female,3,175.26,ENOUGH,AH,0.08,759.7,1577.8,2780.6,128.2
eme0,female,3,175.26,VILLAINS,IH,0.03,591.7,1652,2944.2,140.5
eme0,female,3,175.26,CHALLENGE,AE,0.09,759.2,1804.3,2900.8,211.5
eme0,female,3,175.26,EACH,IY,0.12,420.1,2699.1,3126.9,205.8
eme0,female,3,175.26,GENERAL'S,EH,0.07,763.4,1803.4,2864.8,166.7
eme0,female,3,175.26,INTELLIGENCE,EH,0.07,808.6,1512.8,2945.1,149.4
gcs0,female,3,160.02,SHE,IY,0.09,517.5,2562.6,3125.6,248.6
gcs0,female,3,160.02,HAD,AE,0.06,603.6,2185.1,3157.8,253.6
gcs0,female,3,160.02,YOUR,UH,0.03,450.2,2048.3,2619.3,218.9
gcs0,female,3,160.02,DARK,AA,0.1,811.5,1428.3,2474.9,236.4
gcs0,female,3,160.02,SUIT,UW,0.13,454.5,1851.9,2727,232.7
gcs0,female,3,160.02,IN,IH,0.05,510,2316.1,2739.3,195.7
gcs0,female,3,160.02,GREASY,IY,0.04,519.7,2381.1,3098,254.5
gcs0,female,3,160.02,WASH,AA,0.11,812,1395.6,2660.7,209.9
gcs0,female,3,160.02,WATER,AO,0.12,742.2,1545.4,2612.9,182.5
gcs0,female,3,160.02,ALL,AO,0.16,728.6,1296.6,2781.3,199.4
gcs0,female,3,160.02,YEAR,IH,0.04,548,1706.5,2314.6,177.5
gcs0,female,3,160.02,DON'T,OW,0.12,685.3,1165.9,3019,266.4
gcs0,female,3,160.02,ASK,AE,0.14,836.1,1752.1,2841.3,239.1
gcs0,female,3,160.02,ME,IY,0.06,524.9,2352,2998.1,232.3
gcs0,female,3,160.02,CARRY,AE,0.05,629,2040.1,2494.8,221.5
gcs0,female,3,160.02,AN,AE,0.06,665.5,2240,2898.8,206.6
gcs0,female,3,160.02,RAG,AE,0.16,790.6,2072.8,2903.1,194.7
gcs0,female,3,160.02,THAT,AE,0.23,966.3,1698.9,2883.6,156.2
gcs0,female,3,160.02,FEAR,IH,0.09,617.7,2104.4,2595.4,312.7
gcs0,female,3,160.02,OF,AH,0.03,641.3,1741.5,2681.5,273.3
gcs0,female,3,160.02,PUNISHMENT,AH,0.1,844,1483.3,3073.2,262.6
gcs0,female,3,160.02,JUST,AH,0.05,692.7,1690.9,3019.2,224.3
gcs0,female,3,160.02,DIDN'T,IH,0.05,521.7,1987.4,2970.9,198.7
gcs0,female,3,160.02,BOTHER,AA,0.16,823.9,1537,3033.5,223.2
gcs0,female,3,160.02,IS,IH,0.08,417.2,2048.8,3052.2,0
gcs0,female,3,160.02,THERE,EH,0.08,639.4,1747.6,2567.6,236.8
gcs0,female,3,160.02,ANY,EH,0.07,763.1,2037.3,3061.5,248.8
gcs0,female,3,160.02,WORD,ER,0.14,535.1,1645.4,2035,251.1
gcs0,female,3,160.02,YOU,UW,0.05,448.7,1564.6,2732.3,226.7
gcs0,female,3,160.02,WOULD,UH,0.04,535.1,1710.9,2895.7,200.5
gcs0,female,3,160.02,OFFER,AO,0.16,844.3,1327.2,2719.1,194.2
gcs0,female,3,160.02,IN,IH,0.03,664.9,2124.5,3060.6,225
gcs0,female,3,160.02,YOUR,UH,0.03,586.2,1587.2,2031,195.6
gcs0,female,3,160.02,OWN,OW,0.08,666.8,1220.8,2986.6,198.8
gcs0,female,3,160.02,DEFENSE,EH,0.13,740.3,2010.2,2919.2,197.2
gcs0,female,3,160.02,PUT,UH,0.07,566.2,1598.9,2988.1,238.9
gcs0,female,3,160.02,DOLLAR,AA,0.12,804.5,1382,2867.6,200.5
gcs0,female,3,160.02,LIMIT,IH,0.03,621.6,1735.6,3150.4,204.4
gcs0,female,3,160.02,ON,AA,0.09,702.1,1658.7,2993.8,169.8
gcs0,female,3,160.02,BENEFITS,EH,0.08,729.2,1902.4,2952.3,185.1
gcs0,female,3,160.02,SCIENTIFIC,IH,0.04,552.6,1908.4,2839.2,267.5
gcs0,female,3,160.02,PROGRESS,AA,0.12,771.6,1577.8,2660.4,201.7
gcs0,female,3,160.02,COMES,AH,0.09,704.8,1270.7,3076.9,209.3
gcs0,female,3,160.02,DEVELOPMENT,EH,0.07,779.7,1791.4,2885.9,202.3
gcs0,female,3,160.02,OF,AH,0.11,671.6,1720.4,2997.5,0
gcs0,female,3,160.02,NEW,UW,0.09,427.1,2117.4,2892,212.6
gcs0,female,3,160.02,TECHNIQUES,IY,0.16,504.3,2812,3170.5,168.2
gcs0,female,3,160.02,STEPH,EH,0.11,825.2,1824.5,3019.9,266.2
gcs0,female,3,160.02,COULD,UH,0.04,323.6,1897,2863.7,249.9
gcs0,female,3,160.02,BARELY,EH,0.15,617.4,1935.8,2429.1,248.2
gcs0,female,3,160.02,HANDLE,AE,0.12,728,2016.5,3160.4,220.9
gcs0,female,3,160.02,PSYCHOLOGICAL,AA,0.14,817.4,1571.5,2957.7,197.6
gcs0,female,3,160.02,TRAUMA,AO,0.14,846.3,1387.3,3285.9,186.3
gcs0,female,3,160.02,THAT,AE,0.12,862.8,1849.5,2896.8,246.1
gcs0,female,3,160.02,DOG,AO,0.23,822.7,1331.9,2977.9,229.8
gcs0,female,3,160.02,CHASES,EY,0.07,465.3,2565.1,3074.6,213
gcs0,female,3,160.02,CATS,AE,0.15,916.9,1904.5,2823.4,195.4
gcs0,female,3,160.02,MERCILESSLY,ER,0.09,614.2,1489.4,2015.6,201.1
gcs0,female,3,160.02,THERE,EH,0.04,497,1460.7,2593.4,225.5
gcs0,female,3,160.02,A,EY,0.07,605.8,1969.3,2946.1,200.2
gcs0,female,3,160.02,GIGANTIC,AE,0.12,730.2,2349.5,3128.3,236.9
gcs0,female,3,160.02,WASP,AA,0.16,844.5,1335.2,2871.8,197.9
